RElbow_x,RElbow_y,RWrist_x,RWrist_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,time
-0.278,0.930,0.418,-0.981,-0.703,-0.830,-0.095,0.769,17.260
-0.263,0.947,0.412,-0.969,-0.707,-0.827,-0.095,0.784,17.270
-0.251,0.962,0.406,-0.956,-0.710,-0.825,-0.096,0.794,17.280
-0.242,0.975,0.401,-0.942,-0.713,-0.824,-0.099,0.796,17.290
-0.237,0.985,0.397,-0.928,-0.716,-0.824,-0.101,0.791,17.300
-0.235,0.994,0.393,-0.913,-0.718,-0.823,-0.103,0.782,17.310
-0.237,1.001,0.389,-0.899,-0.722,-0.822,-0.104,0.774,17.320
-0.241,1.010,0.386,-0.885,-0.726,-0.823,-0.104,0.769,17.330
-0.246,1.022,0.383,-0.872,-0.734,-0.826,-0.105,0.768,17.340
-0.252,1.038,0.382,-0.860,-0.743,-0.831,-0.107,0.771,17.350
-0.259,1.057,0.382,-0.848,-0.755,-0.836,-0.110,0.775,17.360
-0.267,1.077,0.384,-0.837,-0.768,-0.841,-0.115,0.777,17.370
-0.275,1.096,0.387,-0.826,-0.781,-0.843,-0.120,0.775,17.380
-0.284,1.112,0.391,-0.816,-0.792,-0.843,-0.125,0.767,17.390
-0.293,1.124,0.394,-0.806,-0.799,-0.843,-0.127,0.753,17.400
-0.302,1.131,0.397,-0.797,-0.804,-0.847,-0.128,0.735,17.410
-0.310,1.138,0.398,-0.789,-0.808,-0.856,-0.127,0.715,17.420
-0.317,1.144,0.400,-0.781,-0.810,-0.872,-0.126,0.695,17.430
-0.324,1.152,0.402,-0.773,-0.811,-0.891,-0.126,0.677,17.440
-0.330,1.161,0.405,-0.766,-0.813,-0.909,-0.127,0.662,17.450
-0.336,1.170,0.409,-0.757,-0.816,-0.921,-0.128,0.650,17.460
-0.339,1.178,0.412,-0.748,-0.819,-0.922,-0.130,0.640,17.470
-0.341,1.184,0.414,-0.739,-0.825,-0.913,-0.130,0.631,17.480
-0.339,1.188,0.414,-0.728,-0.837,-0.900,-0.129,0.623,17.490
-0.333,1.192,0.412,-0.718,-0.856,-0.891,-0.126,0.612,17.500
-0.323,1.197,0.408,-0.707,-0.886,-0.897,-0.124,0.599,17.510
-0.310,1.206,0.404,-0.696,-0.925,-0.925,-0.123,0.582,17.520
-0.295,1.216,0.400,-0.685,-0.973,-0.976,-0.123,0.564,17.530
-0.280,1.228,0.397,-0.674,-1.027,-1.046,-0.125,0.547,17.540
-0.265,1.239,0.394,-0.661,-1.081,-1.126,-0.127,0.535,17.550
-0.250,1.245,0.393,-0.648,-1.134,-1.206,-0.129,0.534,17.560
-0.236,1.247,0.391,-0.633,-1.184,-1.278,-0.129,0.544,17.570
-0.222,1.245,0.388,-0.619,-1.229,-1.337,-0.127,0.565,17.580
-0.207,1.242,0.384,-0.604,-1.273,-1.384,-0.123,0.595,17.590
-0.193,1.239,0.379,-0.589,-1.315,-1.421,-0.119,0.626,17.600
-0.181,1.240,0.375,-0.575,-1.357,-1.454,-0.117,0.655,17.610
-0.171,1.245,0.372,-0.562,-1.397,-1.485,-0.116,0.677,17.620
-0.164,1.252,0.370,-0.549,-1.435,-1.516,-0.116,0.692,17.630
-0.161,1.260,0.370,-0.537,-1.469,-1.548,-0.117,0.705,17.640
-0.161,1.265,0.371,-0.524,-1.499,-1.583,-0.118,0.718,17.650
-0.163,1.266,0.372,-0.512,-1.526,-1.625,-0.118,0.737,17.660
-0.165,1.263,0.374,-0.500,-1.553,-1.680,-0.118,0.763,17.670
-0.167,1.256,0.375,-0.489,-1.583,-1.755,-0.117,0.794,17.680
-0.169,1.248,0.377,-0.481,-1.617,-1.853,-0.117,0.825,17.690
-0.171,1.241,0.380,-0.474,-1.655,-1.972,-0.118,0.852,17.700
-0.174,1.238,0.384,-0.470,-1.694,-2.105,-0.120,0.869,17.710
-0.177,1.237,0.390,-0.467,-1.728,-2.239,-0.121,0.877,17.720
-0.181,1.239,0.397,-0.465,-1.756,-2.362,-0.121,0.878,17.730
-0.185,1.243,0.406,-0.464,-1.774,-2.464,-0.121,0.877,17.740
-0.187,1.246,0.414,-0.463,-1.784,-2.539,-0.119,0.878,17.750
-0.188,1.248,0.422,-0.462,-1.789,-2.591,-0.117,0.885,17.760
-0.186,1.248,0.430,-0.461,-1.792,-2.625,-0.116,0.896,17.770
-0.183,1.247,0.438,-0.459,-1.796,-2.653,-0.116,0.908,17.780
-0.179,1.246,0.445,-0.456,-1.802,-2.680,-0.117,0.917,17.790
-0.176,1.245,0.453,-0.453,-1.809,-2.709,-0.119,0.918,17.800
-0.175,1.243,0.460,-0.449,-1.814,-2.739,-0.119,0.912,17.810
-0.175,1.243,0.466,-0.443,-1.816,-2.766,-0.117,0.901,17.820
-0.176,1.243,0.472,-0.436,-1.816,-2.785,-0.114,0.890,17.830
-0.178,1.245,0.477,-0.428,-1.816,-2.794,-0.110,0.885,17.840
-0.179,1.247,0.482,-0.417,-1.820,-2.796,-0.106,0.888,17.850
-0.178,1.250,0.487,-0.406,-1.833,-2.795,-0.105,0.901,17.860
-0.177,1.252,0.492,-0.393,-1.855,-2.798,-0.105,0.919,17.870
-0.175,1.253,0.498,-0.381,-1.887,-2.809,-0.105,0.939,17.880
-0.174,1.251,0.503,-0.368,-1.926,-2.832,-0.106,0.955,17.890
-0.173,1.248,0.508,-0.356,-1.968,-2.864,-0.105,0.966,17.900
-0.174,1.242,0.512,-0.344,-2.007,-2.902,-0.102,0.972,17.910
-0.174,1.236,0.515,-0.333,-2.041,-2.938,-0.098,0.977,17.920
-0.175,1.231,0.516,-0.323,-2.068,-2.968,-0.094,0.983,17.930
-0.175,1.227,0.517,-0.313,-2.086,-2.985,-0.092,0.994,17.940
-0.175,1.226,0.518,-0.305,-2.096,-2.987,-0.093,1.013,17.950
-0.174,1.226,0.520,-0.298,-2.100,-2.974,-0.095,1.037,17.960
-0.173,1.227,0.524,-0.292,-2.097,-2.948,-0.098,1.065,17.970
-0.172,1.230,0.528,-0.288,-2.090,-2.913,-0.101,1.092,17.980
-0.173,1.232,0.533,-0.286,-2.080,-2.873,-0.102,1.116,17.990
-0.174,1.235,0.536,-0.286,-2.071,-2.834,-0.102,1.133,18.000
-0.175,1.240,0.539,-0.287,-2.066,-2.799,-0.101,1.144,18.010
-0.176,1.246,0.540,-0.291,-2.066,-2.772,-0.102,1.149,18.020
-0.176,1.254,0.540,-0.297,-2.073,-2.752,-0.105,1.149,18.030
-0.176,1.265,0.541,-0.304,-2.086,-2.739,-0.110,1.145,18.040
-0.176,1.277,0.542,-0.313,-2.100,-2.730,-0.116,1.141,18.050
-0.176,1.290,0.545,-0.322,-2.113,-2.723,-0.121,1.138,18.060
-0.176,1.302,0.547,-0.333,-2.122,-2.714,-0.123,1.138,18.070
-0.177,1.315,0.550,-0.344,-2.125,-2.701,-0.122,1.144,18.080
-0.178,1.327,0.550,-0.356,-2.121,-2.681,-0.119,1.153,18.090
-0.179,1.340,0.549,-0.369,-2.113,-2.652,-0.116,1.164,18.100
-0.179,1.354,0.547,-0.382,-2.101,-2.610,-0.114,1.174,18.110
-0.179,1.368,0.544,-0.395,-2.087,-2.554,-0.115,1.179,18.120
-0.178,1.382,0.541,-0.408,-2.072,-2.486,-0.118,1.177,18.130
-0.178,1.397,0.539,-0.419,-2.058,-2.410,-0.120,1.168,18.140
-0.177,1.410,0.538,-0.430,-2.045,-2.337,-0.121,1.155,18.150
-0.178,1.421,0.538,-0.439,-2.038,-2.280,-0.119,1.141,18.160
-0.178,1.431,0.537,-0.446,-2.037,-2.250,-0.115,1.131,18.170
-0.179,1.440,0.535,-0.452,-2.047,-2.258,-0.110,1.128,18.180
-0.179,1.449,0.532,-0.457,-2.067,-2.306,-0.106,1.131,18.190
-0.179,1.457,0.528,-0.462,-2.095,-2.386,-0.105,1.138,18.200
-0.178,1.464,0.524,-0.465,-2.127,-2.488,-0.106,1.147,18.210
-0.177,1.470,0.521,-0.468,-2.157,-2.593,-0.109,1.153,18.220
-0.176,1.474,0.520,-0.470,-2.178,-2.688,-0.111,1.155,18.230
-0.176,1.475,0.519,-0.471,-2.189,-2.762,-0.110,1.153,18.240
-0.177,1.475,0.519,-0.470,-2.190,-2.812,-0.106,1.150,18.250
-0.178,1.473,0.519,-0.468,-2.183,-2.839,-0.101,1.147,18.260
-0.179,1.471,0.518,-0.466,-2.174,-2.850,-0.097,1.146,18.270
-0.179,1.467,0.515,-0.463,-2.165,-2.847,-0.095,1.147,18.280
-0.178,1.464,0.511,-0.461,-2.160,-2.833,-0.097,1.148,18.290
-0.176,1.461,0.507,-0.458,-2.156,-2.807,-0.101,1.148,18.300
-0.173,1.459,0.503,-0.456,-2.151,-2.764,-0.105,1.145,18.310
-0.170,1.457,0.500,-0.452,-2.140,-2.705,-0.107,1.139,18.320
-0.168,1.455,0.498,-0.448,-2.123,-2.632,-0.106,1.132,18.330
-0.168,1.454,0.496,-0.442,-2.101,-2.551,-0.103,1.128,18.340
-0.170,1.453,0.495,-0.435,-2.077,-2.469,-0.101,1.129,18.350
-0.174,1.452,0.495,-0.428,-2.057,-2.395,-0.103,1.135,18.360
-0.179,1.450,0.494,-0.419,-2.044,-2.333,-0.108,1.145,18.370
-0.184,1.447,0.493,-0.411,-2.042,-2.283,-0.117,1.157,18.380
-0.188,1.442,0.494,-0.403,-2.048,-2.243,-0.126,1.168,18.390
-0.191,1.437,0.495,-0.396,-2.062,-2.212,-0.130,1.174,18.400
-0.193,1.431,0.497,-0.389,-2.080,-2.189,-0.129,1.178,18.410
-0.194,1.428,0.500,-0.382,-2.100,-2.178,-0.122,1.179,18.420
-0.194,1.428,0.503,-0.374,-2.122,-2.182,-0.113,1.179,18.430
-0.192,1.432,0.506,-0.367,-2.145,-2.205,-0.106,1.181,18.440
-0.190,1.440,0.509,-0.360,-2.170,-2.246,-0.105,1.182,18.450
-0.186,1.451,0.512,-0.353,-2.197,-2.300,-0.111,1.181,18.460
-0.181,1.463,0.516,-0.348,-2.225,-2.358,-0.122,1.175,18.470
-0.175,1.475,0.520,-0.344,-2.253,-2.412,-0.131,1.161,18.480
-0.167,1.486,0.526,-0.341,-2.281,-2.457,-0.133,1.139,18.490
-0.158,1.497,0.531,-0.339,-2.310,-2.495,-0.123,1.110,18.500
-0.148,1.507,0.537,-0.338,-2.342,-2.532,-0.101,1.078,18.510
-0.137,1.517,0.543,-0.338,-2.377,-2.579,-0.072,1.047,18.520
-0.126,1.528,0.548,-0.339,-2.417,-2.645,-0.044,1.019,18.530
-0.113,1.539,0.553,-0.340,-2.460,-2.731,-0.025,0.995,18.540
-0.100,1.549,0.558,-0.342,-2.503,-2.833,-0.021,0.974,18.550
-0.087,1.557,0.563,-0.346,-2.542,-2.940,-0.035,0.953,18.560
-0.074,1.564,0.568,-0.350,-2.574,-3.039,-0.066,0.932,18.570
-0.060,1.569,0.572,-0.355,-2.598,-3.119,-0.110,0.910,18.580
-0.048,1.573,0.575,-0.361,-2.613,-3.173,-0.163,0.889,18.590
-0.035,1.577,0.577,-0.368,-2.623,-3.200,-0.219,0.872,18.600
-0.023,1.580,0.579,-0.374,-2.628,-3.203,-0.271,0.861,18.610
-0.011,1.582,0.580,-0.380,-2.629,-3.185,-0.314,0.856,18.620
-0.001,1.583,0.581,-0.387,-2.625,-3.148,-0.339,0.857,18.630
0.009,1.580,0.582,-0.393,-2.613,-3.092,-0.338,0.861,18.640
0.018,1.573,0.583,-0.400,-2.589,-3.016,-0.304,0.868,18.650
0.026,1.562,0.584,-0.406,-2.555,-2.923,-0.234,0.875,18.660
0.031,1.548,0.585,-0.412,-2.514,-2.817,-0.132,0.885,18.670
0.036,1.533,0.584,-0.418,-2.471,-2.706,-0.006,0.897,18.680
0.039,1.518,0.582,-0.423,-2.435,-2.598,0.129,0.914,18.690
0.041,1.506,0.579,-0.428,-2.410,-2.500,0.259,0.935,18.700
0.042,1.495,0.576,-0.431,-2.395,-2.413,0.372,0.961,18.710
0.042,1.486,0.573,-0.434,-2.387,-2.333,0.463,0.989,18.720
0.041,1.477,0.572,-0.437,-2.378,-2.255,0.532,1.018,18.730
0.039,1.468,0.571,-0.439,-2.361,-2.173,0.586,1.046,18.740
0.035,1.460,0.572,-0.441,-2.333,-2.087,0.632,1.072,18.750
0.030,1.453,0.573,-0.443,-2.295,-2.001,0.676,1.097,18.760
0.024,1.448,0.574,-0.445,-2.253,-1.922,0.718,1.122,18.770
0.019,1.447,0.574,-0.447,-2.215,-1.856,0.754,1.146,18.780
0.016,1.452,0.574,-0.449,-2.188,-1.807,0.780,1.168,18.790
0.014,1.461,0.574,-0.452,-2.176,-1.772,0.792,1.185,18.800
0.015,1.474,0.575,-0.454,-2.177,-1.745,0.790,1.196,18.810
0.018,1.491,0.577,-0.455,-2.185,-1.716,0.783,1.198,18.820
0.021,1.509,0.580,-0.457,-2.192,-1.681,0.779,1.194,18.830
0.023,1.528,0.583,-0.457,-2.194,-1.643,0.789,1.186,18.840
0.024,1.547,0.585,-0.457,-2.188,-1.606,0.818,1.177,18.850
0.024,1.566,0.588,-0.457,-2.177,-1.582,0.866,1.170,18.860
0.023,1.584,0.589,-0.457,-2.164,-1.579,0.929,1.167,18.870
0.023,1.601,0.590,-0.456,-2.155,-1.600,0.997,1.165,18.880
0.025,1.616,0.591,-0.456,-2.153,-1.642,1.063,1.163,18.890
0.027,1.628,0.592,-0.456,-2.156,-1.698,1.120,1.158,18.900
0.031,1.638,0.593,-0.456,-2.165,-1.761,1.166,1.151,18.910
0.033,1.646,0.595,-0.456,-2.174,-1.823,1.202,1.142,18.920
0.032,1.652,0.596,-0.456,-2.181,-1.883,1.230,1.134,18.930
0.028,1.658,0.598,-0.455,-2.182,-1.940,1.250,1.131,18.940
0.022,1.663,0.599,-0.455,-2.177,-1.994,1.261,1.135,18.950
0.013,1.669,0.600,-0.454,-2.163,-2.038,1.261,1.145,18.960
0.006,1.675,0.600,-0.454,-2.140,-2.065,1.250,1.156,18.970
0.002,1.682,0.600,-0.454,-2.106,-2.061,1.230,1.165,18.980
0.002,1.689,0.600,-0.454,-2.063,-2.019,1.206,1.168,18.990
0.006,1.695,0.601,-0.455,-2.011,-1.935,1.185,1.164,19.000
0.013,1.700,0.602,-0.455,-1.954,-1.818,1.174,1.153,19.010
0.020,1.703,0.603,-0.456,-1.898,-1.682,1.175,1.141,19.020
0.026,1.705,0.603,-0.456,-1.846,-1.546,1.185,1.132,19.030
0.031,1.704,0.603,-0.456,-1.799,-1.423,1.197,1.129,19.040
0.034,1.701,0.602,-0.456,-1.757,-1.316,1.200,1.133,19.050
0.037,1.696,0.602,-0.455,-1.715,-1.219,1.183,1.142,19.060
0.042,1.689,0.602,-0.454,-1.668,-1.120,1.138,1.151,19.070
0.048,1.682,0.602,-0.454,-1.613,-1.006,1.061,1.159,19.080
0.056,1.676,0.602,-0.454,-1.548,-0.871,0.954,1.163,19.090
0.064,1.670,0.602,-0.454,-1.477,-0.722,0.820,1.164,19.100
0.071,1.665,0.602,-0.454,-1.405,-0.571,0.666,1.166,19.110
0.076,1.660,0.602,-0.455,-1.335,-0.435,0.500,1.170,19.120
0.078,1.653,0.602,-0.456,-1.272,-0.327,0.332,1.178,19.130
0.078,1.644,0.603,-0.456,-1.214,-0.252,0.170,1.188,19.140
0.078,1.631,0.604,-0.457,-1.159,-0.205,0.025,1.196,19.150
0.079,1.616,0.606,-0.457,-1.104,-0.172,-0.096,1.199,19.160
0.082,1.600,0.608,-0.458,-1.046,-0.142,-0.186,1.194,19.170
0.087,1.584,0.609,-0.458,-0.987,-0.108,-0.243,1.179,19.180
0.091,1.571,0.610,-0.457,-0.933,-0.071,-0.269,1.157,19.190
0.094,1.561,0.610,-0.457,-0.890,-0.038,-0.272,1.130,19.200
0.094,1.553,0.610,-0.456,-0.860,-0.021,-0.260,1.103,19.210
0.089,1.546,0.610,-0.456,-0.846,-0.027,-0.243,1.077,19.220
0.081,1.538,0.609,-0.455,-0.843,-0.057,-0.225,1.054,19.230
0.070,1.530,0.610,-0.454,-0.845,-0.105,-0.205,1.034,19.240
0.059,1.519,0.610,-0.452,-0.845,-0.162,-0.182,1.015,19.250
0.048,1.508,0.610,-0.450,-0.839,-0.221,-0.151,0.997,19.260
0.040,1.496,0.610,-0.448,-0.829,-0.277,-0.113,0.982,19.270
0.034,1.485,0.609,-0.446,-0.820,-0.332,-0.070,0.968,19.280
0.030,1.475,0.607,-0.444,-0.817,-0.391,-0.030,0.957,19.290
0.028,1.466,0.606,-0.442,-0.827,-0.457,-0.002,0.948,19.300
0.028,1.457,0.605,-0.440,-0.848,-0.531,0.006,0.938,19.310
0.027,1.447,0.605,-0.438,-0.878,-0.605,-0.006,0.924,19.320
0.027,1.437,0.606,-0.436,-0.907,-0.671,-0.033,0.903,19.330
0.028,1.426,0.609,-0.434,-0.930,-0.720,-0.067,0.877,19.340
0.029,1.415,0.611,-0.432,-0.940,-0.745,-0.095,0.848,19.350
0.031,1.404,0.613,-0.429,-0.938,-0.748,-0.110,0.821,19.360
0.034,1.395,0.615,-0.426,-0.926,-0.735,-0.109,0.800,19.370
0.040,1.386,0.616,-0.423,-0.913,-0.715,-0.096,0.791,19.380
0.049,1.376,0.618,-0.421,-0.903,-0.696,-0.079,0.794,19.390
0.059,1.366,0.621,-0.419,-0.901,-0.682,-0.065,0.806,19.400
0.071,1.354,0.625,-0.417,-0.906,-0.673,-0.060,0.822,19.410
0.082,1.340,0.630,-0.416,-0.915,-0.668,-0.064,0.839,19.420
0.090,1.327,0.635,-0.415,-0.924,-0.664,-0.072,0.852,19.430
0.095,1.314,0.639,-0.414,-0.927,-0.662,-0.080,0.861,19.440
0.096,1.302,0.644,-0.413,-0.923,-0.662,-0.082,0.868,19.450
0.093,1.293,0.647,-0.412,-0.910,-0.665,-0.078,0.878,19.460
0.088,1.284,0.650,-0.412,-0.890,-0.671,-0.069,0.892,19.470
0.083,1.278,0.654,-0.412,-0.863,-0.673,-0.061,0.912,19.480
0.080,1.272,0.657,-0.413,-0.831,-0.668,-0.058,0.934,19.490
0.079,1.267,0.662,-0.415,-0.795,-0.649,-0.060,0.956,19.500
0.080,1.262,0.666,-0.417,-0.755,-0.615,-0.066,0.974,19.510
0.081,1.257,0.670,-0.419,-0.714,-0.573,-0.074,0.986,19.520
0.080,1.251,0.672,-0.422,-0.674,-0.530,-0.079,0.992,19.530
0.076,1.245,0.673,-0.426,-0.638,-0.496,-0.079,0.996,19.540
0.069,1.236,0.672,-0.430,-0.606,-0.479,-0.075,1.000,19.550
0.060,1.226,0.670,-0.434,-0.579,-0.479,-0.070,1.006,19.560
0.051,1.217,0.667,-0.438,-0.556,-0.490,-0.068,1.014,19.570
0.045,1.209,0.664,-0.442,-0.535,-0.501,-0.070,1.022,19.580
0.041,1.205,0.662,-0.445,-0.514,-0.505,-0.077,1.027,19.590
0.039,1.205,0.661,-0.448,-0.491,-0.496,-0.085,1.023,19.600
0.037,1.208,0.659,-0.450,-0.468,-0.478,-0.093,1.012,19.610
0.034,1.213,0.657,-0.452,-0.445,-0.460,-0.097,0.993,19.620
0.027,1.215,0.654,-0.455,-0.426,-0.451,-0.098,0.972,19.630
0.018,1.213,0.651,-0.458,-0.409,-0.456,-0.095,0.954,19.640
0.009,1.204,0.648,-0.461,-0.395,-0.474,-0.093,0.943,19.650
0.001,1.187,0.644,-0.464,-0.381,-0.496,-0.094,0.939,19.660
-0.001,1.166,0.641,-0.467,-0.366,-0.510,-0.097,0.942,19.670
0.003,1.143,0.639,-0.471,-0.348,-0.504,-0.102,0.946,19.680
0.012,1.122,0.637,-0.474,-0.327,-0.473,-0.107,0.948,19.690
0.023,1.104,0.635,-0.478,-0.306,-0.422,-0.110,0.941,19.700
0.034,1.089,0.633,-0.481,-0.287,-0.359,-0.108,0.925,19.710
0.043,1.074,0.631,-0.486,-0.271,-0.296,-0.104,0.901,19.720
0.047,1.056,0.630,-0.492,-0.259,-0.246,-0.100,0.873,19.730
0.048,1.032,0.629,-0.498,-0.249,-0.213,-0.098,0.845,19.740
0.047,1.000,0.628,-0.505,-0.241,-0.198,-0.098,0.822,19.750
0.046,0.961,0.628,-0.513,-0.235,-0.196,-0.102,0.809,19.760
0.046,0.917,0.627,-0.520,-0.230,-0.203,-0.106,0.807,19.770
0.047,0.869,0.627,-0.528,-0.230,-0.215,-0.109,0.814,19.780
0.049,0.821,0.626,-0.536,-0.235,-0.233,-0.107,0.829,19.790
0.048,0.773,0.625,-0.543,-0.249,-0.258,-0.103,0.848,19.800
0.043,0.725,0.625,-0.551,-0.268,-0.291,-0.097,0.865,19.810
0.035,0.676,0.625,-0.558,-0.291,-0.335,-0.091,0.878,19.820
0.023,0.627,0.626,-0.565,-0.313,-0.388,-0.089,0.883,19.830
0.009,0.576,0.628,-0.571,-0.330,-0.445,-0.089,0.881,19.840
-0.005,0.525,0.630,-0.576,-0.341,-0.504,-0.091,0.874,19.850
-0.018,0.474,0.632,-0.579,-0.344,-0.560,-0.093,0.864,19.860
-0.030,0.423,0.632,-0.581,-0.342,-0.610,-0.093,0.856,19.870
-0.041,0.372,0.632,-0.583,-0.336,-0.651,-0.091,0.853,19.880
-0.054,0.321,0.631,-0.584,-0.328,-0.678,-0.086,0.858,19.890
-0.067,0.269,0.629,-0.586,-0.318,-0.688,-0.080,0.870,19.900
-0.083,0.217,0.628,-0.587,-0.304,-0.678,-0.076,0.887,19.910
-0.099,0.165,0.627,-0.588,-0.284,-0.645,-0.075,0.904,19.920
-0.114,0.115,0.626,-0.588,-0.258,-0.593,-0.077,0.919,19.930
-0.127,0.069,0.625,-0.587,-0.226,-0.526,-0.080,0.928,19.940
-0.137,0.029,0.625,-0.583,-0.190,-0.453,-0.083,0.932,19.950
-0.144,-0.006,0.624,-0.577,-0.153,-0.379,-0.085,0.932,19.960
-0.148,-0.035,0.624,-0.568,-0.115,-0.305,-0.086,0.932,19.970
-0.148,-0.059,0.624,-0.557,-0.076,-0.230,-0.087,0.934,19.980
-0.145,-0.081,0.625,-0.544,-0.035,-0.147,-0.089,0.940,19.990
-0.139,-0.100,0.628,-0.530,0.010,-0.050,-0.092,0.951,20.000
-0.130,-0.118,0.631,-0.515,0.062,0.065,-0.097,0.964,20.010
-0.117,-0.134,0.634,-0.500,0.118,0.194,-0.102,0.978,20.020
-0.101,-0.148,0.636,-0.484,0.176,0.328,-0.105,0.992,20.030
-0.083,-0.161,0.638,-0.467,0.231,0.452,-0.105,1.005,20.040
-0.061,-0.172,0.638,-0.450,0.280,0.556,-0.102,1.020,20.050
-0.038,-0.185,0.638,-0.431,0.320,0.635,-0.098,1.038,20.060
-0.014,-0.198,0.637,-0.411,0.352,0.689,-0.094,1.060,20.070
0.012,-0.211,0.638,-0.389,0.380,0.727,-0.092,1.084,20.080
0.040,-0.223,0.639,-0.367,0.407,0.758,-0.092,1.110,20.090
0.067,-0.232,0.642,-0.344,0.434,0.788,-0.093,1.132,20.100
0.095,-0.237,0.644,-0.322,0.460,0.815,-0.093,1.147,20.110
0.122,-0.238,0.645,-0.301,0.484,0.833,-0.092,1.154,20.120
0.147,-0.236,0.646,-0.283,0.501,0.831,-0.088,1.152,20.130
0.170,-0.234,0.645,-0.268,0.508,0.799,-0.082,1.145,20.140
0.189,-0.235,0.643,-0.255,0.507,0.735,-0.076,1.137,20.150
0.206,-0.240,0.641,-0.245,0.499,0.644,-0.072,1.133,20.160
0.220,-0.248,0.639,-0.237,0.487,0.539,-0.071,1.136,20.170
0.231,-0.258,0.639,-0.230,0.477,0.436,-0.072,1.145,20.180
0.240,-0.266,0.641,-0.223,0.470,0.348,-0.074,1.159,20.190
0.245,-0.269,0.645,-0.218,0.469,0.283,-0.076,1.172,20.200
0.247,-0.265,0.649,-0.213,0.473,0.242,-0.077,1.182,20.210
0.245,-0.257,0.655,-0.211,0.482,0.221,-0.076,1.183,20.220
0.241,-0.247,0.661,-0.213,0.497,0.214,-0.074,1.177,20.230
0.235,-0.238,0.667,-0.218,0.519,0.218,-0.074,1.165,20.240
0.230,-0.232,0.672,-0.227,0.549,0.228,-0.075,1.150,20.250
0.227,-0.230,0.678,-0.241,0.586,0.245,-0.078,1.138,20.260
0.225,-0.232,0.683,-0.258,0.628,0.268,-0.082,1.130,20.270
0.226,-0.236,0.688,-0.279,0.669,0.297,-0.086,1.128,20.280
0.228,-0.238,0.691,-0.303,0.706,0.326,-0.089,1.132,20.290
0.230,-0.239,0.694,-0.330,0.734,0.354,-0.090,1.139,20.300
0.233,-0.238,0.696,-0.359,0.754,0.377,-0.089,1.145,20.310
0.236,-0.236,0.698,-0.389,0.769,0.394,-0.088,1.150,20.320
0.240,-0.235,0.700,-0.420,0.784,0.408,-0.088,1.151,20.330
0.247,-0.235,0.701,-0.450,0.805,0.421,-0.090,1.150,20.340
0.256,-0.236,0.703,-0.478,0.833,0.436,-0.093,1.147,20.350
0.268,-0.237,0.704,-0.504,0.869,0.454,-0.096,1.144,20.360
0.282,-0.238,0.704,-0.528,0.907,0.476,-0.098,1.144,20.370
0.295,-0.237,0.702,-0.549,0.943,0.499,-0.098,1.145,20.380
0.307,-0.236,0.698,-0.568,0.970,0.524,-0.096,1.148,20.390
0.316,-0.234,0.693,-0.587,0.989,0.550,-0.093,1.151,20.400
0.323,-0.233,0.687,-0.604,1.000,0.580,-0.091,1.154,20.410
0.329,-0.233,0.679,-0.621,1.008,0.614,-0.090,1.156,20.420
0.336,-0.234,0.672,-0.635,1.015,0.651,-0.090,1.156,20.430
0.345,-0.235,0.665,-0.647,1.024,0.686,-0.090,1.154,20.440
0.356,-0.236,0.658,-0.654,1.033,0.714,-0.089,1.153,20.450
0.369,-0.236,0.651,-0.656,1.039,0.729,-0.087,1.153,20.460
0.385,-0.235,0.644,-0.654,1.040,0.731,-0.083,1.155,20.470
0.401,-0.236,0.637,-0.647,1.037,0.725,-0.078,1.159,20.480
0.417,-0.238,0.630,-0.636,1.031,0.721,-0.074,1.165,20.490
0.433,-0.241,0.624,-0.623,1.030,0.727,-0.071,1.172,20.500
0.449,-0.245,0.619,-0.607,1.038,0.749,-0.071,1.177,20.510
0.465,-0.247,0.615,-0.590,1.057,0.784,-0.071,1.177,20.520
0.481,-0.247,0.610,-0.572,1.085,0.820,-0.072,1.173,20.530
0.498,-0.242,0.607,-0.552,1.115,0.843,-0.072,1.162,20.540
0.513,-0.234,0.603,-0.532,1.139,0.839,-0.071,1.148,20.550
0.529,-0.226,0.600,-0.509,1.149,0.802,-0.070,1.131,20.560
0.545,-0.220,0.598,-0.486,1.143,0.736,-0.070,1.116,20.570
0.562,-0.219,0.596,-0.460,1.124,0.657,-0.072,1.105,20.580
0.583,-0.222,0.596,-0.434,1.098,0.581,-0.076,1.103,20.590
0.607,-0.228,0.596,-0.406,1.074,0.523,-0.081,1.109,20.600
0.637,-0.235,0.598,-0.379,1.056,0.489,-0.085,1.122,20.610
0.672,-0.240,0.600,-0.351,1.045,0.471,-0.088,1.142,20.620
0.711,-0.243,0.601,-0.326,1.037,0.457,-0.088,1.164,20.630
0.752,-0.244,0.601,-0.302,1.024,0.432,-0.087,1.184,20.640
0.795,-0.245,0.600,-0.280,1.001,0.389,-0.084,1.202,20.650
0.837,-0.249,0.598,-0.260,0.964,0.328,-0.083,1.215,20.660
0.879,-0.258,0.596,-0.241,0.915,0.257,-0.084,1.223,20.670
0.919,-0.271,0.593,-0.223,0.858,0.188,-0.089,1.227,20.680
0.957,-0.287,0.590,-0.205,0.797,0.128,-0.095,1.229,20.690
0.993,-0.301,0.588,-0.187,0.736,0.078,-0.103,1.229,20.700
1.026,-0.311,0.586,-0.167,0.677,0.032,-0.109,1.229,20.710
1.055,-0.315,0.584,-0.146,0.619,-0.020,-0.113,1.227,20.720
